threshold,false_positive_rate,true_positive_rate,youden_j,cumulative_risky,cumulative_favorable,ks_gap,population_share
0.9725087881088257,0.0,0.05466970387243736,0.05466970387243736,0.05466970387243736,0.0,0.05466970387243736,0.024
0.9724445343017578,0.0,0.055239179954441914,0.055239179954441914,0.055239179954441914,0.0,0.055239179954441914,0.02425
0.971626341342926,0.0,0.05580865603644647,0.05580865603644647,0.05580865603644647,0.0,0.05580865603644647,0.0245
0.9714025855064392,0.0,0.06378132118451026,0.06378132118451026,0.06378132118451026,0.0,0.06378132118451026,0.028
0.9711294174194336,0.0,0.06435079726651481,0.06435079726651481,0.06435079726651481,0.0,0.06435079726651481,0.02825
0.970814049243927,0.0,0.06492027334851937,0.06492027334851937,0.06492027334851937,0.0,0.06492027334851937,0.0285
0.9707105755805969,0.0,0.06548974943052392,0.06548974943052392,0.06548974943052392,0.0,0.06548974943052392,0.02875
0.9704785346984863,0.0,0.06947608200455581,0.06947608200455581,0.06947608200455581,0.0,0.06947608200455581,0.0305
0.9694943428039551,0.0,0.07061503416856492,0.07061503416856492,0.07061503416856492,0.0,0.07061503416856492,0.031
0.969395101070404,0.0,0.07232346241457858,0.07232346241457858,0.07232346241457858,0.0,0.07232346241457858,0.03175
0.9693715572357178,0.0,0.07289293849658314,0.07289293849658314,0.07289293849658314,0.0,0.07289293849658314,0.032
0.969359815120697,0.0,0.07403189066059225,0.07403189066059225,0.07403189066059225,0.0,0.07403189066059225,0.0325
0.9690028429031372,0.0,0.0746013667425968,0.0746013667425968,0.0746013667425968,0.0,0.0746013667425968,0.03275
0.9689444899559021,0.0,0.07517084282460136,0.07517084282460136,0.07517084282460136,0.0,0.07517084282460136,0.033
0.9684692025184631,0.0,0.07574031890660592,0.07574031890660592,0.07574031890660592,0.0,0.07574031890660592,0.03325
0.9681398272514343,0.0,0.07630979498861047,0.07630979498861047,0.07630979498861047,0.0,0.07630979498861047,0.0335
