recall,precision
0.378,0.9106516751740139
0.3785,0.9105334895591648
0.379,0.9104153039443156
0.3795,0.9102971183294664
0.38,0.9101789327146173
0.3805,0.910060747099768
0.381,0.9099425614849188
0.3815,0.9098243758700697
0.382,0.9097061902552205
0.3825,0.9095880046403713
0.383,0.909469819025522
0.3835,0.9093516334106729
0.384,0.9092334477958237
0.3845,0.9091152621809745
0.385,0.9089970765661253
0.3855,0.9088788909512762
0.386,0.9087607053364269
0.3865,0.9086425197215777
0.387,0.9085243341067286
0.3875,0.9084061484918794
0.388,0.9082879628770302
0.3885,0.9081697772621811
0.389,0.9080515916473318
0.3895,0.9079334060324826
0.39,0.9078152204176334
0.3905,0.9076970348027843
0.391,0.9075788491879351
0.3915,0.9074606635730859
0.392,0.9073424779582366
0.3925,0.9072242923433875
0.393,0.9071061067285383
0.3935,0.9069879211136891
0.394,0.90686973549884
0.3945,0.9067515498839908
0.395,0.9066333642691415
0.3955,0.9065151786542924
0.396,0.9063969930394432
0.3965,0.906278807424594
0.397,0.9061606218097448
0.3975,0.9060424361948957
0.398,0.9059242505800464
0.3985,0.9058060649651972
0.399,0.9056878793503481
0.3995,0.9055696937354989
0.4,0.9054515081206497
0.4005,0.9053333225058005
0.401,0.9052151368909513
0.4015,0.9050969512761021
0.402,0.9049787656612529
0.4025,0.9048605800464038
0.403,0.9047423944315546
0.4035,0.9046242088167054
0.404,0.9045060232018562
0.4045,0.904387837587007
0.405,0.9042696519721578
0.4055,0.9041514663573086
0.406,0.9040332807424595
0.40650000000000003,0.9039150951276103
0.40700000000000003,0.903796909512761
0.40750000000000003,0.9036787238979118
0.40800000000000003,0.9035605382830627
0.40850000000000003,0.9034423526682135
0.40900000000000003,0.9033241670533643
0.40950000000000003,0.9032059814385152
0.41000000000000003,0.9030877958236659
0.41050000000000003,0.9029696102088167
0.41100000000000003,0.9028514245939676
0.41150000000000003,0.9027332389791184
0.41200000000000003,0.9026150533642692
0.41250000000000003,0.90249686774942
0.41300000000000003,0.9023786821345708
0.41350000000000003,0.9022604965197216
0.41400000000000003,0.9021423109048724
0.41450000000000004,0.9020241252900232
0.41500000000000004,0.9019059396751741
0.41550000000000004,0.9017877540603249
0.41600000000000004,0.9016695684454756
0.4165,0.9015513828306265
0.417,0.9014331972157773
0.4175,0.9013150116009281
0.418,0.901196825986079
0.4185,0.9010786403712298
0.419,0.9009604547563805
0.4195,0.9008422691415314
0.42,0.9007240835266822
0.4205,0.900605897911833
0.421,0.9004877122969838
0.4215,0.9003695266821347
0.422,0.9002513410672854
0.4225,0.9001331554524362
0.423,0.900014969837587
0.4235,0.8998967842227379
0.424,0.8997785986078887
0.4245,0.8996604129930394
0.425,0.8995422273781903
0.4255,0.8994240417633411
0.426,0.8993058561484919
0.4265,0.8991876705336428
0.427,0.8990694849187936
0.4275,0.8989512993039444
0.428,0.8988331136890951
0.4285,0.898714928074246
0.429,0.8985967424593968
0.4295,0.8984785568445476
0.43,0.8983603712296984
0.4305,0.8982421856148493
0.431,0.898124
0.4315,0.8980058143851508
0.432,0.8978876287703017
0.4325,0.8977694431554525
0.433,0.8976512575406033
0.4335,0.8975330719257542
0.434,0.8974148863109049
0.4345,0.8972967006960557
0.435,0.8971785150812065
0.4355,0.8970603294663574
0.436,0.8969421438515082
0.4365,0.896823958236659
0.437,0.8967057726218098
0.4375,0.8965875870069606
0.438,0.8964694013921114
0.4385,0.8963512157772622
0.439,0.8962330301624131
0.4395,0.8961148445475638
0.44,0.8959966589327146
0.4405,0.8958784733178655
0.441,0.8957602877030163
0.4415,0.8956421020881671
0.442,0.895523916473318
0.4425,0.8954057308584688
0.443,0.8952875452436195
0.4435,0.8951693596287703
0.444,0.8950511740139212
0.4445,0.894932988399072
0.445,0.8948148027842228
0.4455,0.8946966171693735
0.446,0.8945784315545244
0.4465,0.8944602459396752
0.447,0.894342060324826
0.4475,0.8942238747099769
0.448,0.8941056890951277
0.4485,0.8939875034802784
0.449,0.8938693178654293
0.4495,0.8937511322505801
0.45,0.8936329466357309
0.4505,0.8935147610208817
0.451,0.8933965754060326
0.4515,0.8932783897911833
0.452,0.8931602041763341
0.4525,0.8930420185614849
0.453,0.8929238329466358
0.4535,0.8928056473317866
0.454,0.8926874617169374
0.4545,0.8925692761020882
0.455,0.892451090487239
0.4555,0.8923329048723898
0.456,0.8922147192575407
0.4565,0.8920965336426915
0.457,0.8919783480278423
0.4575,0.891860162412993
0.458,0.8917419767981439
0.4585,0.8916237911832947
0.459,0.8915056055684455
0.4595,0.8913874199535963
0.46,0.8912692343387472
0.4605,0.8911510487238979
0.461,0.8910328631090487
0.4615,0.8909146774941996
0.462,0.8907964918793504
0.4625,0.8906783062645012
0.463,0.8905601206496521
0.4635,0.8904419350348028
0.464,0.8903237494199536
0.4645,0.8902055638051044
0.465,0.8900873781902553
0.4655,0.8899691925754061
0.466,0.8898510069605569
0.4665,0.8897328213457077
0.467,0.8896146357308585
0.4675,0.8894964501160093
0.468,0.8893782645011601
0.4685,0.889260078886311
0.46900000000000003,0.8891418932714618
0.46950000000000003,0.8890237076566125
0.47000000000000003,0.8889055220417634
0.47050000000000003,0.8887873364269142
0.47100000000000003,0.888669150812065
0.47150000000000003,0.8885509651972159
0.47200000000000003,0.8884327795823667
0.47250000000000003,0.8883145939675174
0.47300000000000003,0.8881964083526682
0.47350000000000003,0.8880782227378191
0.47400000000000003,0.8879600371229699
0.47450000000000003,0.8878418515081207
0.47500000000000003,0.8877236658932715
0.47550000000000003,0.8876054802784223
0.47600000000000003,0.8874872946635731
0.47650000000000003,0.8873691090487239
0.47700000000000004,0.8872509234338748
0.47750000000000004,0.8871327378190256
0.47800000000000004,0.8870145522041764
0.47850000000000004,0.8868963665893272
0.47900000000000004,0.886778180974478
0.47950000000000004,0.8866599953596288
0.48,0.8865418097447797
0.4805,0.8864236241299305
0.481,0.8863054385150813
0.4815,0.886187252900232
0.482,0.8860690672853829
0.4825,0.8859508816705337
0.483,0.8858326960556845
0.4835,0.8857145104408353
0.484,0.8855963248259862
0.4845,0.8854781392111369
0.485,0.8853599535962877
0.4855,0.8852417679814386
0.486,0.8851235823665894
0.4865,0.8850053967517402
0.487,0.8848872111368911
0.4875,0.8847690255220418
0.488,0.8846508399071926
0.4885,0.8845326542923434
0.489,0.8844144686774943
0.4895,0.8842962830626451
0.49,0.8841780974477959
0.4905,0.8840599118329466
0.491,0.8839417262180975
0.4915,0.8838235406032483
0.492,0.8837053549883991
0.4925,0.88358716937355
0.493,0.8834689837587008
0.4935,0.8833507981438515
0.494,0.8832326125290024
0.4945,0.8831144269141532
0.495,0.882996241299304
0.4955,0.8828780556844548
0.496,0.8827598700696057
0.4965,0.8826416844547564
0.497,0.8825234988399072
0.4975,0.882405313225058
